   0.0000000e+00   1.5229957e+00   6.2645084e-01   1.3151495e+03   7.5262155e+01   1.2704786e-01
   1.6666668e-02   1.7778838e+00   7.9286768e-01   1.3839246e+03   9.4318767e+01   2.1824126e-01
   3.3333334e-02   1.9963329e+00   9.7822328e-01   1.4336300e+03   1.0314145e+02   2.9008246e-01
   5.0000000e-02   2.2011991e+00   1.1567272e+00   1.4746229e+03   1.1179245e+02   4.1978306e-01
   6.6666668e-02   2.4004719e+00   1.3353013e+00   1.5241074e+03   1.1878530e+02   5.7239585e-01
   8.3333334e-02   2.5900365e+00   1.5107519e+00   1.5530896e+03   1.2567153e+02   7.3331839e-01
   1.0000000e-01   2.7788089e+00   1.6352425e+00   1.5670808e+03   1.3338401e+02   8.6809486e-01
   1.1666667e-01   2.9646105e+00   1.7743250e+00   1.5909728e+03   1.4094077e+02   1.0121760e+00
   1.3333333e-01   3.1451472e+00   1.9094974e+00   1.6111195e+03   1.4809306e+02   1.1524049e+00
   1.5000000e-01   3.3264657e+00   2.0271114e+00   1.6296746e+03   1.5525856e+02   1.2774600e+00
   1.6666667e-01   3.5077332e+00   2.1486841e+00   1.6468795e+03   1.6254074e+02   1.4005902e+00
   1.8333333e-01   3.6875614e+00   2.2772975e+00   1.6733762e+03   1.6958634e+02   1.5242781e+00
   2.0000000e-01   3.8676746e+00   2.3665724e+00   1.6764404e+03   1.7645635e+02   1.6230516e+00
   2.1666667e-01   4.0468868e+00   2.4755454e+00   1.6888381e+03   1.8329828e+02   1.7275508e+00
   2.3333333e-01   4.2239266e+00   2.5943016e+00   1.7104290e+03   1.8927305e+02   1.8294424e+00
   2.5000000e-01   4.4030665e+00   2.6962407e+00   1.7208627e+03   1.9522428e+02   1.9175426e+00
   2.6666667e-01   4.5835940e+00   2.7815129e+00   1.7187329e+03   2.0129750e+02   1.9940271e+00
   2.8333333e-01   4.7621216e+00   2.8736507e+00   1.7259514e+03   2.0667768e+02   2.0685996e+00
   3.0000000e-01   4.9413507e+00   2.9670129e+00   1.7324442e+03   2.1216581e+02   2.1392257e+00
   3.1666667e-01   5.1207718e+00   3.0598916e+00   1.7378355e+03   2.1756551e+02   2.2048757e+00
   3.3333333e-01   5.2980968e+00   3.1706359e+00   1.7549915e+03   2.2243714e+02   2.2700955e+00
   3.5000000e-01   5.4766857e+00   3.2289517e+00   1.7443807e+03   2.2740113e+02   2.3153205e+00
   3.6666667e-01   5.6561460e+00   3.3436669e+00   1.7611778e+03   2.3229255e+02   2.3735716e+00
   3.8333333e-01   5.8356048e+00   3.4235702e+00   1.7629005e+03   2.3691103e+02   2.4181091e+00
   4.0000000e-01   6.0163617e+00   3.4702610e+00   1.7484407e+03   2.4161325e+02   2.4519703e+00
   4.1666667e-01   6.1940283e+00   3.5801492e+00   1.7636431e+03   2.4588947e+02   2.4968576e+00
   4.3333333e-01   6.3729533e+00   3.6533968e+00   1.7631151e+03   2.5006377e+02   2.5308361e+00
   4.5000000e-01   6.5509754e+00   3.7287940e+00   1.7625006e+03   2.5423037e+02   2.5624398e+00
   4.6666667e-01   6.7277671e+00   3.7579467e+00   1.7447207e+03   2.5801561e+02   2.5831522e+00
   4.8333334e-01   6.9036877e+00   3.8249724e+00   1.7425523e+03   2.6175678e+02   2.6089664e+00
   5.0000000e-01   7.0786301e+00   3.8942933e+00   1.7405609e+03   2.6547691e+02   2.6329775e+00
   5.1666667e-01   7.2494847e+00   3.9936978e+00   1.7526302e+03   2.6868171e+02   2.6584465e+00
   5.3333334e-01   7.4214647e+00   4.0153254e+00   1.7345991e+03   2.7195287e+02   2.6706009e+00
   5.5000000e-01   7.5923925e+00   4.0765580e+00   1.7313623e+03   2.7517516e+02   2.6871991e+00
   5.6666667e-01   7.7623569e+00   4.1734240e+00   1.7428402e+03   2.7811149e+02   2.7068945e+00
   5.8333333e-01   7.9344626e+00   4.2348996e+00   1.7403737e+03   2.8113235e+02   2.7211997e+00
   6.0000000e-01   8.1093574e+00   4.2619503e+00   1.7251859e+03   2.8411075e+02   2.7310605e+00
   6.1666667e-01   8.2772908e+00   4.3575880e+00   1.7360569e+03   2.8682499e+02   2.7461543e+00
   6.3333333e-01   8.4493795e+00   4.3846827e+00   1.7224120e+03   2.8961275e+02   2.7535719e+00
   6.5000000e-01   8.6205191e+00   4.4859502e+00   1.7335969e+03   2.9229652e+02   2.7684813e+00
   6.6666667e-01   8.7927681e+00   4.5161068e+00   1.7223169e+03   2.9488101e+02   2.7763921e+00
   6.8333333e-01   8.9650337e+00   4.5854302e+00   1.7233989e+03   2.9747705e+02   2.7874637e+00
   7.0000000e-01   9.1372842e+00   4.6561551e+00   1.7248979e+03   2.9994614e+02   2.7980460e+00
   7.1666667e-01   9.3096094e+00   4.7549039e+00   1.7353077e+03   3.0224313e+02   2.8106264e+00
   7.3333333e-01   9.4807537e+00   4.8244335e+00   1.7357814e+03   3.0446454e+02   2.8196320e+00
